common_name,audio_index,occur,realised_occur,observer_id,n,checklist_label,previous_checklists,min,max,diff,ratio,new_diff
Savannah Sparrow,6.0135858397402835,0.052889024375920295,0.6707437706795,new,86.05515832482124,low,0,0.032208344551383133,0.024663655199919927,-0.007544689351463206,0.7657535816711445,-0.2342464183288555
Savannah Sparrow,6.0135858397402835,0.052889024375920295,0.6707437706795,new,86.05515832482124,medium,197,0.04142695785243606,0.03233477282139898,-0.009092185031037078,0.780524916567041,-0.21947508343295896
Savannah Sparrow,6.0135858397402835,0.052889024375920295,0.6707437706795,new,86.05515832482124,high,2598,0.04449891084627342,0.03561388711475216,-0.008885023731521259,0.8003316584036048,-0.19966834159639524
Song Sparrow,6.090383922215321,0.7175397316666008,0.9999949334445072,new,86.05515832482124,low,0,0.200043607283244,0.2774418528137706,0.0773982455305266,1.3869068678657526,0.38690686786575257
Song Sparrow,6.090383922215321,0.7175397316666008,0.9999949334445072,new,86.05515832482124,medium,197,0.3138267025478557,0.39041100486226515,0.07658430231440944,1.2440337348372419,0.2440337348372419
Song Sparrow,6.090383922215321,0.7175397316666008,0.9999949334445072,new,86.05515832482124,high,2598,0.36514385155766904,0.44465024086619753,0.07950638930852849,1.217739909817355,0.21773990981735492
Sora,6.514100500124639,0.028248196787704613,0.5306933737812433,new,86.05515832482124,low,0,0.019331773218715747,0.014647687893719194,-0.004684085324996553,0.7577001720431041,-0.24229982795689586
Sora,6.514100500124639,0.028248196787704613,0.5306933737812433,new,86.05515832482124,medium,197,0.02533625084706565,0.020560866513283232,-0.004775384333782419,0.8115196931618837,-0.18848030683811634
Sora,6.514100500124639,0.028248196787704613,0.5306933737812433,new,86.05515832482124,high,2598,0.027957307733076888,0.02359435014378756,-0.00436295758928933,0.8439421409620419,-0.1560578590379581
Swamp Sparrow,6.594888438449781,0.17857218845835932,0.917772930356279,new,86.05515832482124,low,0,0.06476381410564469,0.06780141694470432,0.0030376028390596277,1.046902778673668,0.04690277867366799
Swamp Sparrow,6.594888438449781,0.17857218845835932,0.917772930356279,new,86.05515832482124,medium,197,0.08430768539064915,0.08349335427978548,-8.143311108636669e-4,0.9903409623085918,-0.00965903769140819
Swamp Sparrow,6.594888438449781,0.17857218845835932,0.917772930356279,new,86.05515832482124,high,2598,0.08954206152782941,0.0893798419886277,-1.6221953920171617e-4,0.9981883425908025,-0.0018116574091975313
Tennessee Warbler,7.135171174055714,0.06662958789363349,0.8197732553805952,new,86.05515832482124,low,0,0.04566751713992027,0.04716970155006735,0.0015021844101470797,1.0328939365270189,0.032893936527018885
Tennessee Warbler,7.135171174055714,0.06662958789363349,0.8197732553805952,new,86.05515832482124,medium,197,0.06014549993866146,0.0590865388183316,-0.0010589611203298613,0.9823933441170191,-0.017606655882980937
Tennessee Warbler,7.135171174055714,0.06662958789363349,0.8197732553805952,new,86.05515832482124,high,2598,0.06432814049025164,0.06349262884330395,-8.35511646947687e-4,0.9870117239425831,-0.012988276057416925
Tree Swallow,4.546203635614827,0.2832185837641457,0.9733256611393113,new,86.05515832482124,low,0,0.16138443971435293,0.1520532509215349,-0.009331188792818024,0.9421803687559096,-0.0578196312440904
Tree Swallow,4.546203635614827,0.2832185837641457,0.9733256611393113,new,86.05515832482124,medium,197,0.19529330129804023,0.181520209319608,-0.01377309197843224,0.9294748366334752,-0.07052516336652481
Tree Swallow,4.546203635614827,0.2832185837641457,0.9733256611393113,new,86.05515832482124,high,2598,0.20391070779231493,0.19322810167941698,-0.010682606112897952,0.9476113528879597,-0.052388647112040276
Turkey Vulture,1.6685440240941105,0.28603103899991383,0.9683007032504873,new,86.05515832482124,low,0,0.16978230711398537,0.1374203509951135,-0.03236195611887188,0.8093914691762004,-0.19060853082379958
Turkey Vulture,1.6685440240941105,0.28603103899991383,0.9683007032504873,new,86.05515832482124,medium,197,0.18495477930465443,0.15626719566175473,-0.028687583642899694,0.8448940668051298,-0.1551059331948702
Turkey Vulture,1.6685440240941105,0.28603103899991383,0.9683007032504873,new,86.05515832482124,high,2598,0.18746011022597212,0.1637475723936993,-0.023712537832272812,0.8735062205837352,-0.12649377941626483
Warbling Vireo,6.716108857564558,0.33890417345027557,0.9923246509015667,new,86.05515832482124,low,0,0.08318635584682196,0.09024768559475417,0.007061329747932207,1.0848856723683729,0.08488567236837286
Warbling Vireo,6.716108857564558,0.33890417345027557,0.9923246509015667,new,86.05515832482124,medium,197,0.11514982990049324,0.11633139787483826,0.0011815679743450158,1.0102611352128446,0.010261135212844552
Warbling Vireo,6.716108857564558,0.33890417345027557,0.9923246509015667,new,86.05515832482124,high,2598,0.12601859963768106,0.12775503944656474,0.0017364398088836885,1.0137792342866543,0.013779234286654285
White-crowned Sparrow,5.301299959045904,0.03194550610395535,0.6303661891692505,new,86.05515832482124,low,0,0.03426629483693282,0.027772473164403927,-0.0064938216725288905,0.8104895290421147,-0.1895104709578853
White-crowned Sparrow,5.301299959045904,0.03194550610395535,0.6303661891692505,new,86.05515832482124,medium,197,0.04241674219515708,0.03604083698678673,-0.00637590520837035,0.8496842313104773,-0.15031576868952268
White-crowned Sparrow,5.301299959045904,0.03194550610395535,0.6303661891692505,new,86.05515832482124,high,2598,0.04490064062900942,0.03954412439545963,-0.005356516233549789,0.8807028995909459,-0.11929710040905406
White-throated Sparrow,6.190000407471496,0.11545352553026784,0.914982561301921,new,86.05515832482124,low,0,0.07184826948039985,0.07770424672078138,0.0058559772403815324,1.081504777814851,0.08150477781485099
White-throated Sparrow,6.190000407471496,0.11545352553026784,0.914982561301921,new,86.05515832482124,medium,197,0.08812174877931599,0.09153399130884246,0.003412242529526474,1.038721911183036,0.03872191118303592
White-throated Sparrow,6.190000407471496,0.11545352553026784,0.914982561301921,new,86.05515832482124,high,2598,0.09113862059758554,0.09598948030950412,0.004850859711918579,1.0532250727530441,0.05322507275304411
Wood Duck,4.25945235315774,0.27290996004145335,0.9820116730458333,new,86.05515832482124,low,0,0.12719866392856086,0.12155575207971064,-0.005642911848850213,0.9556370194892969,-0.04436298051070309
Wood Duck,4.25945235315774,0.27290996004145335,0.9820116730458333,new,86.05515832482124,medium,197,0.1501186414452976,0.143222061446829,-0.006896579998468599,0.954059136613079,-0.04594086338692105
Wood Duck,4.25945235315774,0.27290996004145335,0.9820116730458333,new,86.05515832482124,high,2598,0.15529165050372498,0.1517094598438283,-0.003582190659896678,0.9769324967036089,-0.023067503296391068
Wood Thrush,8.047807572485862,0.10067819938179036,0.8428616688036802,new,86.05515832482124,low,0,0.03640687136625803,0.04112371631942015,0.0047168449531621165,1.1295591951780206,0.12955919517802061
Wood Thrush,8.047807572485862,0.10067819938179036,0.8428616688036802,new,86.05515832482124,medium,197,0.05110020883051181,0.05328794708788331,0.0021877382573714937,1.0428127067861452,0.04281270678614524
Wood Thrush,8.047807572485862,0.10067819938179036,0.8428616688036802,new,86.05515832482124,high,2598,0.05617545616851434,0.05814516557352693,0.001969709405012593,1.0350635230999083,0.035063523099908345
Yellow Warbler,5.936854939358163,0.3766748755404969,0.9958689213739629,new,86.05515832482124,low,0,0.12101425019856463,0.13929550136614552,0.018281251167580892,1.1510669292053155,0.1510669292053155
Yellow Warbler,5.936854939358163,0.3766748755404969,0.9958689213739629,new,86.05515832482124,medium,197,0.16324104644819626,0.1779402899179044,0.014699243469708134,1.0900462462691507,0.0900462462691507
Yellow Warbler,5.936854939358163,0.3766748755404969,0.9958689213739629,new,86.05515832482124,high,2598,0.17767447278344436,0.19503243421703903,0.017357961433594665,1.0976953028854692,0.09769530288546924
Yellow-rumped Warbler,5.011271028587066,0.12401522954857193,0.9299204303735215,new,86.05515832482124,low,0,0.09897698497176625,0.096423190092411,-0.0025537948793552534,0.9741980938287448,-0.025801906171255218
Yellow-rumped Warbler,5.011271028587066,0.12401522954857193,0.9299204303735215,new,86.05515832482124,medium,197,0.11378615913200271,0.1096328440602474,-0.004153315071755315,0.9634989430749914,-0.0365010569250086
Yellow-rumped Warbler,5.011271028587066,0.12401522954857193,0.9299204303735215,new,86.05515832482124,high,2598,0.1151138543422951,0.11352043176837001,-0.0015934225739250851,0.9861578557765341,-0.013842144223465858
American White Pelican,0,0.031759632690132655,0.39206447008617773,new,86.05515832482124,low,0,0.06014414489988775,0.029931425112766297,-0.030212719787121454,0.49766149577133917,-0.5023385042286608
American White Pelican,0,0.031759632690132655,0.39206447008617773,new,86.05515832482124,medium,197,0.062425497910220167,0.03768915426350684,-0.02473634364671333,0.6037461538186057,-0.39625384618139425
American White Pelican,0,0.031759632690132655,0.39206447008617773,new,86.05515832482124,high,2598,0.06201443591259917,0.04102861919985673,-0.02098581671274244,0.6615978779147639,-0.3384021220852361
Bay-breasted Warbler,5.2883599655588505,0.021746981296188093,0.5323519028845811,new,86.05515832482124,low,0,0.020094654327724098,0.014360771151972047,-0.0057338831757520504,0.7146562920546907,-0.2853437079453093
Bay-breasted Warbler,5.2883599655588505,0.021746981296188093,0.5323519028845811,new,86.05515832482124,medium,197,0.024920401091690438,0.01941211017226507,-0.005508290919425368,0.7789645961492139,-0.22103540385078613
Bay-breasted Warbler,5.2883599655588505,0.021746981296188093,0.5323519028845811,new,86.05515832482124,high,2598,0.026693008321880124,0.02182753282404118,-0.004865475497838945,0.817724722550259,-0.18227527744974104
Black Tern,5.178714550206064,0.009218885217819283,0.22057637054256282,new,86.05515832482124,low,0,0.010037134467004797,0.005140274462640092,-0.004896860004364705,0.5121256947924513,-0.4878743052075487
Black Tern,5.178714550206064,0.009218885217819283,0.22057637054256282,new,86.05515832482124,medium,197,0.011477672778533139,0.00738710527456665,-0.004090567503966488,0.6436065408993766,-0.35639345910062337
Black Tern,5.178714550206064,0.009218885217819283,0.22057637054256282,new,86.05515832482124,high,2598,0.012143465327311075,0.008718986376323963,-0.003424478950987112,0.7179982106684704,-0.28200178933152964
Black-throated Green Warbler,6.160881223268008,0.04030499778310449,0.6746869341532341,new,86.05515832482124,low,0,0.029262581925160912,0.024505822476586732,-0.0047567594485741806,0.837445668302968,-0.16255433169703204
Black-throated Green Warbler,6.160881223268008,0.04030499778310449,0.6746869341532341,new,86.05515832482124,medium,197,0.0375351122591522,0.03196966709488297,-0.005565445164269232,0.8517269609893812,-0.14827303901061883
Black-throated Green Warbler,6.160881223268008,0.04030499778310449,0.6746869341532341,new,86.05515832482124,high,2598,0.04024798091951967,0.035121892263521554,-0.005126088655998118,0.8726373711454419,-0.12736262885455807
